farmer_id,aadhar_no,phone_no,village,land_size_acres,kharif_crop,rabi_crop,irrigation_type,soil_type,last_subsidy_date,farm_category
FAR001792,7294805856548,9974981014,Neelkamal,12.15,Paddy,Wheat,Rainfed,Red,2024-04-30,Medium (4.94-12.35 acres)
FAR001793,6593528365243,9684587036,Balaji Nagar,36.24,Paddy,Wheat,Sprinkler,Red,2024-04-30,Large (>12.35 acres)
FAR001794,6124288314849,9533231678,Lakshmi Puram,0.42,Jowar,Wheat,Rainfed,Black (Regur),2024-04-30,Marginal (<2.47 acres)
FAR001795,2562936874642,9989955781,Subramanya Swamy,2.11,Jowar,Wheat,Rainfed,Loamy,2024-04-30,Marginal (<2.47 acres)
FAR001796,1810788923682,9459141600,Yelachaguppe,0.68,Paddy,Wheat,Borewell,Clay,2024-04-30,SC/ST (Marginal (<2.47 ac
FAR001797,9703479529014,9550841212,Neelkamal,9.21,Paddy,Wheat,Borewell,Black (Regur),2024-04-30,SC/ST (Medium (4.94-12.35
FAR001798,5412715228517,9725870831,RedSoil Hamlet,0.33,Jowar,Oats,Borewell,Clay,2024-04-30,SC/ST (Marginal (<2.47 ac
FAR001799,6431454078801,9724642896,Lakshmi Puram,2.1,Paddy,Wheat,Flood,Clay,2024-04-30,Marginal (<2.47 acres)
FAR001800,1657556186048,9629825519,Subramanya Swamy,0.35,Jowar,Wheat,Rainfed,Loamy,2024-04-30,Marginal (<2.47 acres)
FAR001801,1052291288310,9871216185,Subramanya Swamy,2.12,Paddy,Wheat,Borewell,Black (Regur),2024-04-30,Marginal (<2.47 acres)
FAR001802,2108275593354,9950892702,GreenVillage,1.19,Paddy,Wheat,Borewell,Sandy Loam,2024-04-30,Marginal (<2.47 acres)
FAR001803,9047450343808,9968162453,Devi Krupa,1.25,Paddy,Oats,Flood,Alluvial,2024-04-30,Marginal (<2.47 acres)
FAR001804,9402582444039,9864133786,Raja Rajeshwari,27.94,Paddy,Oats,Rainfed,Alluvial,2024-04-30,Large (>12.35 acres)
FAR001805,8439831021817,9870859381,Nandi Hills,1.06,Paddy,Wheat,Rainfed,Clay,2024-04-30,Marginal (<2.47 acres)
FAR001806,4298157829185,9577018196,Raja Rajeshwari,1.95,Jowar,Wheat,Canal,Sandy Loam,2024-04-30,Marginal (<2.47 acres)
FAR001807,5188945326525,9487600467,Rampur Village,42.04,Paddy,Wheat,Borewell,Loamy,2024-05-01,Large (>12.35 acres)
FAR001808,4001289692925,9741605611,Balaji Nagar,4.03,Paddy,Wheat,Flood,Alluvial,2024-05-01,Small (2.47-4.94 acres)
FAR001809,1260524731333,9286319119,Lakshmi Puram,1.32,Paddy,Wheat,Borewell,Loamy,2024-05-01,Marginal (<2.47 acres)
FAR001810,2951138668610,9520718597,Raja Rajeshwari,3.26,Jowar,Oats,Borewell,Loamy,2024-05-01,Small (2.47-4.94 acres)
FAR001811,7153564305092,9928002822,Dakshina Mukhi,3.67,Paddy,Oats,Drip,Alluvial,2024-05-01,Small (2.47-4.94 acres)
FAR001812,9279987249235,9277846285,Skanda Giri,24.69,Paddy,Wheat,Canal,Alluvial,2024-05-01,Large (>12.35 acres)
FAR001813,6668293948894,9707947778,Neelkamal,2.14,Paddy,Wheat,Rainfed,Alluvial,2024-05-01,Marginal (<2.47 acres)
FAR001814,3734158919120,9818725936,Anjaneya Layout,5.06,Paddy,Oats,Rainfed,Loamy,2024-05-01,SC/ST (Medium (4.94-12.35
FAR001815,2072529780503,9816906483,Pushpagiri,16.29,Jowar,Oats,Borewell,Loamy,2024-05-01,Large (>12.35 acres)
FAR001816,4921217672857,9686448675,Shivaji Colony,18.58,Paddy,Wheat,Rainfed,Loamy,2024-05-01,SC/ST (Large (>12.35 acre
FAR001817,6942633473542,9143270940,Lakshmi Puram,55.83,Jowar,Wheat,Drip,Loamy,2024-05-01,Large (>12.35 acres)
FAR001818,4277940429224,9765395174,Gokul Vihar,18.84,Jowar,Wheat,Canal,Loamy,2024-05-01,Large (>12.35 acres)
FAR001819,4969556764061,9940867203,Shivaji Colony,0.7,Paddy,Oats,Sprinkler,Red,2024-05-01,Marginal (<2.47 acres)
FAR001820,8920749790928,9946612966,Hanumantha Nagar,27.22,Jowar,Wheat,Rainfed,Sandy Loam,2024-05-01,SC/ST (Large (>12.35 acre
FAR001821,8959630556011,9327050408,Nandi Hills,1.93,Jowar,Wheat,Sprinkler,Loamy,2024-05-01,Marginal (<2.47 acres)
FAR001822,3187423441754,9277006997,Gokul Vihar,0.75,Jowar,Oats,Borewell,Clay,2024-05-02,Marginal (<2.47 acres)
FAR001823,1270400875080,9390582990,Subramanya Swamy,3.28,Paddy,Wheat,Rainfed,Sandy Loam,2024-05-02,Small (2.47-4.94 acres)
FAR001824,8377622141359,9809666947,Balaji Nagar,0.58,Jowar,Oats,Borewell,Alluvial,2024-05-02,SC/ST (Marginal (<2.47 ac
FAR001825,1365897868815,9440931065,Gokul Vihar,2.79,Paddy,Wheat,Flood,Clay,2024-05-02,SC/ST (Small (2.47-4.94 a
FAR001826,5483791379170,9835057873,Keshavpur,1.96,Jowar,Wheat,Rainfed,Sandy Loam,2024-05-02,Marginal (<2.47 acres)
FAR001827,8159240875117,9193731051,Subramanya Swamy,1.51,Paddy,Wheat,Drip,Sandy Loam,2024-05-02,SC/ST (Marginal (<2.47 ac
FAR001828,1237283578411,9767254806,Dakshina Mukhi,0.33,Paddy,Wheat,Rainfed,Loamy,2024-05-02,Marginal (<2.47 acres)
FAR001829,8058706977548,9956080835,Subramanya Swamy,2.06,Paddy,Wheat,Sprinkler,Alluvial,2024-05-02,Marginal (<2.47 acres)
FAR001830,2462189617888,9272097809,Uttara Phalguni,3.8,Paddy,Wheat,Rainfed,Clay,2024-05-02,SC/ST (Small (2.47-4.94 a
FAR001831,2666223088236,9326444288,Maruthi Extension,18.96,Jowar,Wheat,Borewell,Sandy Loam,2024-05-02,Large (>12.35 acres)
FAR001832,7296870737784,9130764575,RedSoil Hamlet,45.79,Jowar,Wheat,Borewell,Black (Regur),2024-05-02,Large (>12.35 acres)
FAR001833,2131399493299,9268766100,Ganesha Nagar,2.33,Paddy,Oats,Borewell,Black (Regur),2024-05-02,Marginal (<2.47 acres)
FAR001834,1810264954167,9892748197,Sundarapuram,0.99,Paddy,Wheat,Rainfed,Clay,2024-05-02,Marginal (<2.47 acres)
FAR001835,4523962346631,9302824089,Venkatesh Pura,22.47,Paddy,Wheat,Borewell,Black (Regur),2024-05-02,Large (>12.35 acres)
FAR001836,3662168357327,9439943720,Neelkamal,7.81,Paddy,Wheat,Borewell,Red,2024-05-02,Medium (4.94-12.35 acres)
FAR001837,2533878276779,9557367380,Skanda Giri,0.93,Paddy,Oats,Borewell,Black (Regur),2024-05-03,Marginal (<2.47 acres)
FAR001838,1933742007702,9264423658,Raja Rajeshwari,60.61,Jowar,Wheat,Borewell,Loamy,2024-05-03,Large (>12.35 acres)
FAR001839,4845471422762,9371725660,Venkatesh Pura,2.03,Jowar,Oats,Rainfed,Clay,2024-05-03,Marginal (<2.47 acres)
FAR001840,4023520866677,9520077172,Pushpagiri,2.18,Paddy,Wheat,Borewell,Loamy,2024-05-03,Marginal (<2.47 acres)
FAR001841,6967306700541,9179438760,Uttara Phalguni,2.35,Paddy,Wheat,Drip,Clay,2024-05-03,Marginal (<2.47 acres)
FAR001842,9335433602531,9338218218,Keshavpur,0.97,Paddy,Wheat,Rainfed,Alluvial,2024-05-03,Marginal (<2.47 acres)
FAR001843,7609522025352,9684507487,Pushpagiri,34.32,Paddy,Oats,Borewell,Black (Regur),2024-05-03,SC/ST (Large (>12.35 acre
FAR001844,9431812378324,9288383802,RedSoil Hamlet,2.61,Jowar,Wheat,Rainfed,Black (Regur),2024-05-03,Small (2.47-4.94 acres)
FAR001845,7592526317114,9264510595,Gokul Vihar,1.3,Paddy,Oats,Borewell,Red,2024-05-03,Marginal (<2.47 acres)
FAR001846,5246811822660,9449003916,Lakshmi Puram,1.04,Paddy,Wheat,Rainfed,Alluvial,2024-05-03,Marginal (<2.47 acres)
FAR001847,8570932430882,9576894524,Ganesha Nagar,0.38,Paddy,Oats,Borewell,Alluvial,2024-05-03,SC/ST (Marginal (<2.47 ac
FAR001848,9544495888566,9131922738,Neelkamal,41.89,Paddy,Wheat,Rainfed,Alluvial,2024-05-03,Large (>12.35 acres)
FAR001849,5561550790439,9894159010,Pushpagiri,32.65,Paddy,Wheat,Rainfed,Loamy,2024-05-03,SC/ST (Large (>12.35 acre
FAR001850,2395154453772,9958422261,Lakshmi Puram,4.18,Paddy,Wheat,Rainfed,Clay,2024-05-03,SC/ST (Small (2.47-4.94 a
FAR001851,2530437772596,9279439194,Pushpagiri,3.38,Jowar,Oats,Rainfed,Black (Regur),2024-05-03,Small (2.47-4.94 acres)
FAR001852,4151827373544,9683852864,Ganesha Nagar,57.32,Paddy,Oats,Sprinkler,Loamy,2024-05-04,Large (>12.35 acres)
FAR001853,6670408579042,9196826672,Maruthi Extension,55.07,Paddy,Wheat,Borewell,Loamy,2024-05-04,SC/ST (Large (>12.35 acre
FAR001854,2144285862208,9582138288,Yelachaguppe,1.3,Jowar,Wheat,Sprinkler,Black (Regur),2024-05-04,Marginal (<2.47 acres)
FAR001855,1295123751597,9388850573,Devi Krupa,2.4,Paddy,Wheat,Rainfed,Alluvial,2024-05-04,Marginal (<2.47 acres)
FAR001856,5742497198892,9160668324,Skanda Giri,4.6,Jowar,Oats,Rainfed,Black (Regur),2024-05-04,Small (2.47-4.94 acres)
FAR001857,7278142666361,9228528413,Subramanya Swamy,0.4,Paddy,Wheat,Rainfed,Black (Regur),2024-05-04,Marginal (<2.47 acres)
FAR001858,9147759102771,9586137997,Balaji Nagar,22.43,Paddy,Oats,Sprinkler,Red,2024-05-04,SC/ST (Large (>12.35 acre
FAR001859,8011722660163,9468875210,Gokul Vihar,12.14,Paddy,Wheat,Drip,Alluvial,2024-05-04,Medium (4.94-12.35 acres)
FAR001860,5805610718018,9286841310,Neelkamal,3.63,Jowar,Wheat,Borewell,Alluvial,2024-05-04,Small (2.47-4.94 acres)
FAR001861,7146918079289,9442955512,Subramanya Swamy,2.95,Paddy,Wheat,Rainfed,Alluvial,2024-05-04,Small (2.47-4.94 acres)
FAR001862,8618383910653,9509856859,Skanda Giri,0.91,Jowar,Wheat,Drip,Clay,2024-05-04,Marginal (<2.47 acres)
FAR001863,8935374122595,9710113434,Sundarapuram,20.56,Paddy,Wheat,Flood,Loamy,2024-05-04,Large (>12.35 acres)
FAR001864,2461344128520,9379808829,Devi Krupa,2.34,Paddy,Wheat,Borewell,Alluvial,2024-05-04,Marginal (<2.47 acres)
FAR001865,2999124643087,9515896062,Bhoga Nandeeshwara,2.44,Paddy,Wheat,Rainfed,Alluvial,2024-05-04,Marginal (<2.47 acres)
FAR001866,4851735060325,9254385410,Shivaji Colony,0.65,Paddy,Oats,Rainfed,Alluvial,2024-05-04,Marginal (<2.47 acres)
FAR001867,9083607200948,9501952197,Skanda Giri,60.97,Jowar,Wheat,Drip,Red,2024-05-05,Large (>12.35 acres)
FAR001868,9925532433538,9574856998,Gokul Vihar,0.46,Jowar,Wheat,Rainfed,Clay,2024-05-05,Marginal (<2.47 acres)
FAR001869,1532949182811,9509408786,Venkatesh Pura,2.93,Paddy,Wheat,Borewell,Clay,2024-05-05,Small (2.47-4.94 acres)
FAR001870,2819883434884,9927013217,Lakshmi Puram,0.3,Paddy,Wheat,Borewell,Alluvial,2024-05-05,Marginal (<2.47 acres)
FAR001871,5934855835384,9243684571,Neelkamal,3.63,Jowar,Wheat,Flood,Alluvial,2024-05-05,Small (2.47-4.94 acres)
FAR001872,5936821081006,9744141515,Neelkamal,10.75,Jowar,Wheat,Rainfed,Loamy,2024-05-05,SC/ST (Medium (4.94-12.35
FAR001873,7868207226021,9187719039,Ganesha Nagar,1.94,Paddy,Wheat,Borewell,Loamy,2024-05-05,Marginal (<2.47 acres)
FAR001874,1883766070180,9212403622,Balaji Nagar,35.92,Paddy,Wheat,Rainfed,Red,2024-05-05,Large (>12.35 acres)
FAR001875,3704417118761,9412226057,Lakshmi Puram,2.22,Jowar,Wheat,Sprinkler,Loamy,2024-05-05,SC/ST (Marginal (<2.47 ac
FAR001876,5059704830048,9868809971,Pushpagiri,3.99,Paddy,Wheat,Rainfed,Clay,2024-05-05,Small (2.47-4.94 acres)
FAR001877,3109697850719,9228838574,Uttara Phalguni,34.73,Paddy,Wheat,Drip,Clay,2024-05-05,Large (>12.35 acres)
FAR001878,8072855164414,9240198271,Anjaneya Layout,2.38,Paddy,Wheat,Rainfed,Red,2024-05-05,Marginal (<2.47 acres)
FAR001879,8618126330736,9601149528,Devi Krupa,1.54,Paddy,Wheat,Sprinkler,Clay,2024-05-05,Marginal (<2.47 acres)
FAR001880,9957326369883,9365554070,Raja Rajeshwari,0.87,Paddy,Oats,Canal,Alluvial,2024-05-05,Marginal (<2.47 acres)
FAR001881,7015518062665,9259257847,Ganesha Nagar,2.47,Paddy,Wheat,Borewell,Alluvial,2024-05-05,Small (2.47-4.94 acres)
FAR001882,4793234166619,9698295098,Neelkamal,1.53,Paddy,Wheat,Borewell,Clay,2024-05-06,SC/ST (Marginal (<2.47 ac
FAR001883,2245259221949,9551635417,Bhoga Nandeeshwara,0.59,Jowar,Wheat,Borewell,Red,2024-05-06,SC/ST (Marginal (<2.47 ac
FAR001884,3619660750796,9883469138,Pushpagiri,1.38,Paddy,Wheat,Canal,Red,2024-05-06,SC/ST (Marginal (<2.47 ac
FAR001885,8915771509434,9673101157,RedSoil Hamlet,0.95,Paddy,Wheat,Borewell,Alluvial,2024-05-06,Marginal (<2.47 acres)
FAR001886,1362206540402,9594795507,Shivaji Colony,0.92,Jowar,Wheat,Rainfed,Clay,2024-05-06,SC/ST (Marginal (<2.47 ac
FAR001887,1331144854168,9932565547,Dakshina Mukhi,40.56,Paddy,Wheat,Borewell,Alluvial,2024-05-06,Large (>12.35 acres)
FAR001888,8593246217803,9647284015,Raja Rajeshwari,4.47,Paddy,Wheat,Borewell,Loamy,2024-05-06,Small (2.47-4.94 acres)
FAR001889,1421103276775,9939653706,GreenVillage,2.87,Jowar,Wheat,Drip,Alluvial,2024-05-06,Small (2.47-4.94 acres)
FAR001890,9954156412895,9437036025,RedSoil Hamlet,6.85,Paddy,Wheat,Rainfed,Red,2024-05-06,SC/ST (Medium (4.94-12.35
FAR001891,6290653484536,9694304234,Skanda Giri,1.79,Paddy,Oats,Flood,Loamy,2024-05-06,Marginal (<2.47 acres)
FAR001892,7324694990463,9237823135,Keshavpur,38.95,Paddy,Wheat,Sprinkler,Clay,2024-05-06,Large (>12.35 acres)
FAR001893,5414534301891,9409872736,Gokul Vihar,60.66,Paddy,Wheat,Rainfed,Sandy Loam,2024-05-06,Large (>12.35 acres)
FAR001894,9891501322514,9514807999,Keshavpur,23.58,Jowar,Wheat,Rainfed,Loamy,2024-05-06,Large (>12.35 acres)
FAR001895,6232321489051,9190867462,RedSoil Hamlet,61.29,Paddy,Wheat,Borewell,Clay,2024-05-06,Large (>12.35 acres)
FAR001896,4861702511922,9163429982,Keshavpur,20.77,Paddy,Wheat,Rainfed,Clay,2024-05-06,SC/ST (Large (>12.35 acre
FAR001897,9314113320941,9466292166,Yelachaguppe,1.02,Paddy,Wheat,Drip,Sandy Loam,2024-05-07,Marginal (<2.47 acres)
FAR001898,2597715349725,9639962467,RedSoil Hamlet,1.99,Jowar,Oats,Borewell,Alluvial,2024-05-07,Marginal (<2.47 acres)
FAR001899,9777580090356,9876379821,Pushpagiri,2.01,Jowar,Wheat,Rainfed,Alluvial,2024-05-07,Marginal (<2.47 acres)
FAR001900,9735331806408,9873902487,Shivaji Colony,4.47,Paddy,Wheat,Borewell,Loamy,2024-05-07,Small (2.47-4.94 acres)
FAR001901,3200701148047,9533337924,Keshavpur,0.75,Paddy,Wheat,Rainfed,Clay,2024-05-07,Marginal (<2.47 acres)
FAR001902,9206310169135,9764875733,Uttara Phalguni,2.49,Jowar,Wheat,Canal,Clay,2024-05-07,SC/ST (Small (2.47-4.94 a
FAR001903,8953974635508,9393482659,Nandi Hills,60.14,Paddy,Wheat,Rainfed,Clay,2024-05-07,Large (>12.35 acres)
FAR001904,3614271964969,9621429809,Ganesha Nagar,40.48,Paddy,Wheat,Rainfed,Black (Regur),2024-05-07,Large (>12.35 acres)
FAR001905,2478188024422,9631601655,Rampur Village,30.74,Jowar,Wheat,Canal,Black (Regur),2024-05-07,SC/ST (Large (>12.35 acre
FAR001906,9243642812170,9565167290,Skanda Giri,1.27,Paddy,Wheat,Rainfed,Red,2024-05-07,SC/ST (Marginal (<2.47 ac
FAR001907,5918959698775,9140030692,Sundarapuram,2.17,Paddy,Wheat,Flood,Loamy,2024-05-07,Marginal (<2.47 acres)
FAR001908,3274219638129,9918747833,Maruthi Extension,2.4,Paddy,Wheat,Rainfed,Alluvial,2024-05-07,Marginal (<2.47 acres)
FAR001909,4608237151067,9137910501,RedSoil Hamlet,3.33,Paddy,Wheat,Rainfed,Loamy,2024-05-07,Small (2.47-4.94 acres)
FAR001910,5043874151254,9355627053,Balaji Nagar,28.21,Paddy,Wheat,Rainfed,Sandy Loam,2024-05-07,Large (>12.35 acres)
FAR001911,6369983030952,9714706885,Balaji Nagar,48.75,Paddy,Wheat,Canal,Black (Regur),2024-05-07,Large (>12.35 acres)
FAR001912,4492474565814,9727132915,Shivaji Colony,0.36,Paddy,Oats,Rainfed,Alluvial,2024-05-08,Marginal (<2.47 acres)
FAR001913,7754150050595,9734964952,Balaji Nagar,1.03,Jowar,Wheat,Drip,Sandy Loam,2024-05-08,Marginal (<2.47 acres)
FAR001914,4134508205649,9725846550,Keshavpur,1.34,Paddy,Oats,Borewell,Alluvial,2024-05-08,Marginal (<2.47 acres)
FAR001915,1814713425683,9713469851,Neelkamal,0.68,Paddy,Oats,Sprinkler,Alluvial,2024-05-08,SC/ST (Marginal (<2.47 ac
FAR001916,1758609263877,9455615929,Anjaneya Layout,2.41,Paddy,Oats,Rainfed,Clay,2024-05-08,Marginal (<2.47 acres)
FAR001917,9776596038506,9736321515,Yelachaguppe,1.24,Paddy,Wheat,Rainfed,Alluvial,2024-05-08,Marginal (<2.47 acres)
FAR001918,4676657925886,9415876156,Skanda Giri,46.02,Paddy,Wheat,Drip,Alluvial,2024-05-08,SC/ST (Large (>12.35 acre
FAR001919,2484516772451,9333255399,Gokul Vihar,9.96,Paddy,Wheat,Borewell,Clay,2024-05-08,Medium (4.94-12.35 acres)
FAR001920,3266693430894,9745017823,GreenVillage,1.57,Paddy,Wheat,Borewell,Loamy,2024-05-08,Marginal (<2.47 acres)
FAR001921,1560641544811,9654979254,Hanumantha Nagar,4.55,Paddy,Wheat,Rainfed,Loamy,2024-05-08,Small (2.47-4.94 acres)
FAR001922,2318317451000,9568901363,Yelachaguppe,2.12,Paddy,Wheat,Flood,Loamy,2024-05-08,Marginal (<2.47 acres)
FAR001923,7320706836010,9605463768,Skanda Giri,0.73,Paddy,Oats,Rainfed,Clay,2024-05-08,Marginal (<2.47 acres)
FAR001924,3860848395072,9128173857,Lakshmi Puram,2.37,Paddy,Wheat,Rainfed,Sandy Loam,2024-05-08,Marginal (<2.47 acres)
FAR001925,2077902351922,9837999709,RedSoil Hamlet,0.69,Jowar,Oats,Rainfed,Clay,2024-05-08,Marginal (<2.47 acres)
FAR001926,6439621144798,9411734372,Venkatesh Pura,1.63,Paddy,Wheat,Rainfed,Clay,2024-05-08,Marginal (<2.47 acres)
FAR001927,1721332891612,9494275581,Devi Krupa,3.19,Paddy,Wheat,Sprinkler,Clay,2024-05-09,SC/ST (Small (2.47-4.94 a
FAR001928,6801934073942,9150476919,Neelkamal,0.72,Jowar,Wheat,Sprinkler,Alluvial,2024-05-09,Marginal (<2.47 acres)
FAR001929,2345876335940,9181242786,Dakshina Mukhi,1.81,Paddy,Wheat,Rainfed,Clay,2024-05-09,Marginal (<2.47 acres)
FAR001930,1745726668558,9537561775,Maruthi Extension,1.06,Paddy,Wheat,Sprinkler,Clay,2024-05-09,Marginal (<2.47 acres)
FAR001931,9124771356383,9799273764,Lakshmi Puram,2.42,Paddy,Oats,Borewell,Alluvial,2024-05-09,Marginal (<2.47 acres)
FAR001932,1877692666757,9315295487,Neelkamal,15.71,Paddy,Wheat,Rainfed,Black (Regur),2024-05-09,Large (>12.35 acres)
FAR001933,5813468305175,9964016168,GreenVillage,0.84,Paddy,Wheat,Rainfed,Red,2024-05-09,SC/ST (Marginal (<2.47 ac
FAR001934,8764798653837,9886966917,Keshavpur,54.1,Jowar,Wheat,Borewell,Clay,2024-05-09,Large (>12.35 acres)
FAR001935,2347934696313,9995523026,Rampur Village,1.78,Paddy,Oats,Sprinkler,Clay,2024-05-09,Marginal (<2.47 acres)
FAR001936,2364732618960,9176195711,Nandi Hills,0.39,Paddy,Wheat,Borewell,Sandy Loam,2024-05-09,Marginal (<2.47 acres)
FAR001937,5261204029224,9723580245,Maruthi Extension,3.48,Paddy,Wheat,Borewell,Alluvial,2024-05-09,SC/ST (Small (2.47-4.94 a
FAR001938,5082470427435,9687240952,Devi Krupa,1.79,Paddy,Wheat,Sprinkler,Black (Regur),2024-05-09,Marginal (<2.47 acres)
FAR001939,6599705228379,9686808799,GreenVillage,4.47,Paddy,Wheat,Rainfed,Alluvial,2024-05-09,SC/ST (Small (2.47-4.94 a
FAR001940,3017818491569,9926094330,Raja Rajeshwari,1.24,Paddy,Wheat,Rainfed,Black (Regur),2024-05-09,Marginal (<2.47 acres)
FAR001941,4037472521125,9802240975,Subramanya Swamy,23.48,Paddy,Wheat,Drip,Loamy,2024-05-09,Large (>12.35 acres)
FAR001942,1761532256085,9979535065,Hanumantha Nagar,20.08,Jowar,Wheat,Drip,Red,2024-05-10,Large (>12.35 acres)
FAR001943,1598320260506,9303795750,Dakshina Mukhi,35.8,Paddy,Wheat,Flood,Alluvial,2024-05-10,Large (>12.35 acres)
FAR001944,4743325244735,9505885699,Bhoga Nandeeshwara,1.54,Paddy,Wheat,Rainfed,Clay,2024-05-10,Marginal (<2.47 acres)
FAR001945,9608128945769,9128191631,GreenVillage,37.99,Paddy,Wheat,Rainfed,Loamy,2024-05-10,Large (>12.35 acres)
FAR001946,4417707894673,9951462768,Uttara Phalguni,0.77,Jowar,Wheat,Borewell,Loamy,2024-05-10,SC/ST (Marginal (<2.47 ac
FAR001947,7210948939524,9163335698,Keshavpur,0.94,Paddy,Wheat,Rainfed,Loamy,2024-05-10,SC/ST (Marginal (<2.47 ac
FAR001948,9141430400826,9243094544,Bhoga Nandeeshwara,1.37,Paddy,Wheat,Flood,Clay,2024-05-10,Marginal (<2.47 acres)
FAR001949,1587482497539,9812129665,Sundarapuram,0.82,Jowar,Wheat,Flood,Clay,2024-05-10,Marginal (<2.47 acres)
FAR001950,8183880176970,9376475777,Yelachaguppe,0.55,Jowar,Wheat,Borewell,Clay,2024-05-10,Marginal (<2.47 acres)
FAR001951,6580600218283,9780302325,Bhoga Nandeeshwara,17.6,Paddy,Wheat,Borewell,Red,2024-05-10,Large (>12.35 acres)
FAR001952,6913854427877,9519670582,RedSoil Hamlet,17.98,Paddy,Wheat,Borewell,Sandy Loam,2024-05-10,SC/ST (Large (>12.35 acre
FAR001953,6026884718734,9852044890,Devi Krupa,44.3,Jowar,Wheat,Drip,Alluvial,2024-05-10,Large (>12.35 acres)
FAR001954,1780869163434,9779856131,Gokul Vihar,1.42,Paddy,Oats,Borewell,Clay,2024-05-10,Marginal (<2.47 acres)
FAR001955,6019553398656,9401228527,Anjaneya Layout,1.67,Paddy,Wheat,Rainfed,Alluvial,2024-05-10,Marginal (<2.47 acres)
FAR001956,3727856397473,9909916794,Rampur Village,1.22,Paddy,Wheat,Drip,Sandy Loam,2024-05-10,Marginal (<2.47 acres)
FAR001957,3108279518580,9657076835,Yelachaguppe,1.46,Paddy,Oats,Flood,Loamy,2024-05-11,Marginal (<2.47 acres)
FAR001958,7616810640012,9393851603,Maruthi Extension,1.79,Paddy,Wheat,Drip,Alluvial,2024-05-11,Marginal (<2.47 acres)
FAR001959,9995153976927,9553333429,Pushpagiri,2.73,Paddy,Wheat,Rainfed,Clay,2024-05-11,SC/ST (Small (2.47-4.94 a
FAR001960,4004910692281,9272658651,Uttara Phalguni,2.2,Paddy,Wheat,Sprinkler,Loamy,2024-05-11,Marginal (<2.47 acres)
FAR001961,8764339594713,9500597819,Balaji Nagar,44.45,Paddy,Wheat,Canal,Loamy,2024-05-11,Large (>12.35 acres)
FAR001962,9846254335833,9551924668,Devi Krupa,16.07,Paddy,Wheat,Drip,Alluvial,2024-05-11,Large (>12.35 acres)
FAR001963,9459153065803,9886665517,Ganesha Nagar,0.36,Paddy,Wheat,Rainfed,Loamy,2024-05-11,Marginal (<2.47 acres)
FAR001964,2092409634492,9326316896,Keshavpur,0.55,Jowar,Oats,Rainfed,Black (Regur),2024-05-11,Marginal (<2.47 acres)
FAR001965,2497660110751,9380956976,Devi Krupa,1.1,Paddy,Wheat,Rainfed,Red,2024-05-11,Marginal (<2.47 acres)
FAR001966,5993449572103,9337717623,Keshavpur,47.46,Paddy,Wheat,Borewell,Alluvial,2024-05-11,Large (>12.35 acres)
FAR001967,3135936486284,9940412817,Hanumantha Nagar,1.88,Paddy,Oats,Flood,Sandy Loam,2024-05-11,Marginal (<2.47 acres)
FAR001968,3572290337849,9389910520,Anjaneya Layout,1.67,Paddy,Wheat,Borewell,Clay,2024-05-11,SC/ST (Marginal (<2.47 ac
FAR001969,5670685676118,9386100553,Shivaji Colony,2.46,Paddy,Wheat,Rainfed,Clay,2024-05-11,SC/ST (Marginal (<2.47 ac
FAR001970,1686878150393,9680517358,Nandi Hills,0.87,Paddy,Wheat,Drip,Red,2024-05-11,Marginal (<2.47 acres)
FAR001971,2770140877654,9977372415,Dakshina Mukhi,4.19,Jowar,Oats,Rainfed,Loamy,2024-05-12,Small (2.47-4.94 acres)
FAR001972,1073616870949,9105618681,RedSoil Hamlet,60.56,Paddy,Wheat,Rainfed,Loamy,2024-05-12,Large (>12.35 acres)
FAR001973,1580691162436,9392183146,Ganesha Nagar,2.07,Paddy,Oats,Drip,Loamy,2024-05-12,Marginal (<2.47 acres)
FAR001974,9414620236967,9371234911,Anjaneya Layout,44.48,Jowar,Wheat,Rainfed,Clay,2024-05-12,Large (>12.35 acres)
FAR001975,1896479718017,9157798839,Neelkamal,14.32,Jowar,Wheat,Rainfed,Clay,2024-05-12,Large (>12.35 acres)
FAR001976,4952846457209,9907150387,Skanda Giri,2.08,Jowar,Wheat,Borewell,Clay,2024-05-12,SC/ST (Marginal (<2.47 ac
FAR001977,9924315729592,9262518547,Devi Krupa,8.1,Paddy,Wheat,Drip,Clay,2024-05-12,Medium (4.94-12.35 acres)
FAR001978,1822564283811,9311248796,Gokul Vihar,2.31,Jowar,Wheat,Sprinkler,Alluvial,2024-05-12,Marginal (<2.47 acres)
FAR001979,3139632836105,9994010706,Rampur Village,3.77,Paddy,Wheat,Rainfed,Alluvial,2024-05-12,SC/ST (Small (2.47-4.94 a
FAR001980,5681847879334,9438330058,Shivaji Colony,2.41,Paddy,Wheat,Borewell,Red,2024-05-12,Marginal (<2.47 acres)
FAR001981,9505590015321,9867840945,Subramanya Swamy,1.31,Paddy,Oats,Borewell,Alluvial,2024-05-12,SC/ST (Marginal (<2.47 ac
FAR001982,6089458469415,9215063158,Ganesha Nagar,1.77,Jowar,Wheat,Rainfed,Black (Regur),2024-05-12,Marginal (<2.47 acres)
FAR001983,8053602138321,9315076469,Ganesha Nagar,27.95,Paddy,Wheat,Rainfed,Clay,2024-05-12,Large (>12.35 acres)
